SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SBIETFCON,EQ,69.7,69.7,66.9,68.03,67.82,66.7,1595,108376.57,20-May-22,87,INF200KA1X17
SBIETFIT,EQ,296.5,298.98,291.55,295.35,295.54,291.47,10781,3178974.86,20-May-22,282,INF200KA1S14
SBIETFPB,EQ,174.98,174.98,168.95,174,174,170.25,1353,234612.82,20-May-22,44,INF200KA1S22
SBIETFQLTY,EQ,142.88,142.88,140,141.76,141.46,139.54,855,121113.62,20-May-22,56,INF200KA1WX6
SBILIFE,EQ,1081,1083.5,1061.35,1071.35,1071,1056.65,941175,1009922524,20-May-22,58239,INE123W01016
SBIN,EQ,454.85,464,454.15,462.4,462.5,447.5,13596860,6263239735,20-May-22,151413,INE062A01020
SCAPDVR,BE,11.25,11.65,10.75,11.55,11.65,11.25,149356,1715753.8,20-May-22,293,INE224E01036
SCHAEFFLER,EQ,2100,2195,2020.2,2117.65,2140,2076.45,76043,158180875.4,20-May-22,11048,INE513A01022
SCHAND,EQ,101,101,97.45,98.15,98.5,97.05,38418,3787232.5,20-May-22,752,INE807K01035
SCHNEIDER,EQ,118.7,124.7,118.7,122.8,122,117.3,601653,73570633.35,20-May-22,8640,INE839M01018
SCI,EQ,123.8,123.8,120.65,121.6,121.3,120.8,1210900,148187847.8,20-May-22,10208,INE109A01011
SDBL,BE,63.15,64.3,61.5,63.5,62.8,62.6,98714,6186857.95,20-May-22,382,INE480C01020
SDL24BEES,EQ,107.4,107.4,107,107,107,107.4,87,9339,20-May-22,9,INF204KB18W4
SDL26BEES,EQ,105.81,105.99,105,105.75,105.9,105.6,38,4014.01,20-May-22,11,INF204KC1022
SEAMECLTD,EQ,935,1115.75,935,1106.7,1113.7,929.8,167466,182553737.5,20-May-22,8772,INE497B01018
SECURCRED,SM,51.15,51.15,51.15,51.15,51.15,51.6,1260,64449,20-May-22,1,INE195Y01010
SECURKLOUD,EQ,86.4,90.2,85.05,86.35,86.6,82.6,168858,14823773.95,20-May-22,2662,INE650K01021
SEJALLTD,BE,245.8,259.85,245.8,252.9,250,256.95,5440,1378780.7,20-May-22,99,INE955I01044
SELAN,EQ,198.9,198.9,195,196.2,195.9,195.8,62444,12245071.95,20-May-22,1432,INE818A01017
SELMC,BE,1280.2,1280.2,1280.2,1280.2,1280.2,1306.3,98,125459.6,20-May-22,35,INE105I01020
SEPC,EQ,8.8,9.05,8.8,8.95,8.8,8.8,645787,5770701.65,20-May-22,527,INE964H01014
SEPOWER,EQ,21.95,23.15,21.3,23.15,23.15,22.05,53934,1239408.4,20-May-22,311,INE735M01018
SEQUENT,EQ,113.25,116.35,113.25,114.7,114.6,111.6,659438,75580448.5,20-May-22,13034,INE807F01027
SERVOTECH,EQ,78.45,78.45,75.35,76.15,76.65,74.85,108989,8339066.15,20-May-22,297,INE782X01017
SESHAPAPER,EQ,196.65,204.9,195.35,202.15,202.6,193.15,97676,19597886.35,20-May-22,2871,INE630A01024
SETCO,EQ,14.55,14.9,14.4,14.5,14.6,14.35,95208,1392379.45,20-May-22,398,INE878E01021
SETF10GILT,EQ,197.4,198.5,197.4,198.05,198.05,197.34,17,3368.55,20-May-22,4,INF200KA1JT1
SETFGOLD,EQ,45.05,45.24,44.79,45.18,45.06,44.79,901578,40694699.28,20-May-22,1943,INF200KA16D8
SETFNIF50,EQ,164.75,167,163.7,166.75,166.81,162.34,246979,40964108.38,20-May-22,2202,INF200KA1FS1
SETFNIFBK,EQ,335.5,343.19,335.5,342.13,342.37,332.88,24342,8283337.34,20-May-22,555,INF200KA1580
SETFNN50,EQ,397.53,415.51,397.53,403.36,403.32,397.53,12455,5012987.99,20-May-22,378,INF200KA1598
SETUINFRA,BE,2.85,2.85,2.85,2.85,2.85,2.75,85455,243546.75,20-May-22,33,INE023M01027
SEYAIND,BE,28.75,30.3,28.75,29.95,29.9,29,14880,443389.85,20-May-22,116,INE573R01012
SFL,EQ,3101.25,3147.4,3054.95,3076.6,3087,3085.8,13587,42031350.75,20-May-22,5717,INE916U01025
SGBAPR28I,GB,4775,4780,4708,4722.31,4723,4704.06,133,630896.7,20-May-22,20,IN0020200062
SGBAUG24,GB,4999,5038,4999,5025,5025,5000.01,235,1178546.6,20-May-22,27,IN0020160027
SGBAUG27,GB,4775,4785,4731.05,4735.73,4735.5,4768.17,284,1346055.6,20-May-22,24,IN0020190107
SGBAUG28V,GB,4761,4796,4761,4790.7,4790.2,4757.94,2077,9937241.59,20-May-22,128,IN0020200161
SGBAUG29V,GB,4701,4738,4701,4720.9,4720,4700,172,812221.61,20-May-22,27,IN0020210129
SGBD29VIII,GB,4711.11,4795,4711.11,4736.12,4731.5,4746.13,130,617044.36,20-May-22,33,IN0020210228
SGBDEC2513,GB,4900,4900,4815,4815,4815,4900,5,24160,20-May-22,2,IN0020170158
SGBFEB24,GB,5001,5040,5001,5030.91,5031,5000,82,411930.9,20-May-22,15,IN0020150101
SGBFEB29XI,GB,4725,4725.01,4706,4713.13,4713,4705.46,94,443233.52,20-May-22,20,IN0020200393
SGBJ28VIII,GB,4759.4,4759.4,4759.4,4759.4,4759.4,4700,3,14278.2,20-May-22,1,IN0020190537
SGBJAN26,GB,4805,4805,4801,4801,4801,4823.04,9,43225,20-May-22,3,IN0020170166
SGBJAN27,GB,4653,4653,4653,4653,4653,4750,2,9306,20-May-22,1,IN0020180462
SGBJAN29IX,GB,4720,4745.1,4710,4745,4745,4722,321,1518910.06,20-May-22,49,IN0020200377
SGBJAN29X,GB,4717,4785,4713,4784.95,4784.95,4713,56,264934.9,20-May-22,10,IN0020200385
SGBJAN30IX,GB,4750,4750,4716.1,4720.1,4720,4746.81,237,1122729.55,20-May-22,29,IN0020210236
SGBJU29III,GB,4748,4748,4725.6,4730.1,4730.1,4729.7,56,265215.7,20-May-22,10,IN0020210087
SGBJUL25,GB,5000.7,5025,5000,5025,5025,5000,402,2017519,20-May-22,18,IN0020170034
SGBJUL27,GB,4890,4890,4700,4820,4820,4690.06,12,57790,20-May-22,7,IN0020190081
SGBJUL28IV,GB,4725,4740,4725,4735,4735,4747.41,157,742480,20-May-22,16,IN0020200146
SGBJUL29IV,GB,4713.4,4760,4713.4,4727.6,4728,4713.4,160,756523.1,20-May-22,18,IN0020210111
SGBJUN27,GB,4770,4770,4770,4770,4770,4707.73,14,66780,20-May-22,3,IN0020190073
SGBJUN28,GB,4710.01,4748,4710.01,4726.03,4720.03,4718.57,262,1238037.2,20-May-22,34,IN0020200104
SGBJUN29II,GB,4721,4750,4721,4731.83,4733,4715.1,270,1277677.65,20-May-22,33,IN0020210061
SGBMAR24,GB,4911,4955,4911,4954.95,4950,4881.1,196,970305,20-May-22,13,IN0020150119
SGBMAR25,GB,4910,4950,4910,4950,4950,4882,15,74050,20-May-22,2,IN0020160126
SGBMAR28X,GB,4750,4750,4700.01,4739.98,4740,4672,38,179349.8,20-May-22,7,IN0020190552
SGBMAR30X,GB,4845,4845,4805.1,4841.81,4845,4830,134,647889.24,20-May-22,19,IN0020210319
SGBMAY25,GB,4850,4899,4850,4891.19,4895,4876.34,128,622759,20-May-22,9,IN0020170018
SGBMAY26,GB,4735,4800,4735,4800,4800,4786.78,52,248483.45,20-May-22,10,IN0020180033
SGBMAY28,GB,4715,4734.99,4700,4715.09,4716,4715.56,1134,5340199.98,20-May-22,160,IN0020200088
SGBMAY29I,GB,4721.1,4749.98,4721,4739.06,4740,4733.85,1233,5841869.35,20-May-22,105,IN0020210053
SGBMR29XII,GB,4700,4720,4700,4715.84,4720,4703.79,330,1555732.04,20-May-22,162,IN0020200427
SGBN28VIII,GB,4711,4738.99,4706.01,4721.8,4725,4709.11,300,1415753.57,20-May-22,42,IN0020200286
SGBNOV23,GB,5160,5160,5100,5111.25,5100,4931.23,8,40890,20-May-22,3,IN0020150085
SGBNOV24,GB,4890,4933.99,4890,4930,4930,4866.35,106,519859.05,20-May-22,18,IN0020160076
SGBNOV25IX,GB,4805,4805,4803,4803,4803,4803,17,81671,20-May-22,3,IN0020170117
SGBNOV26,GB,4800,4800,4800,4800,4800,4800,4,19200,20-May-22,1,IN0020180314
SGBNV29VII,GB,4715,4730,4710,4710,4710,4711,227,1070474.98,20-May-22,31,IN0020210178
SGBOC28VII,GB,4700,4765,4686,4712.88,4707,4702.26,135,635594.31,20-May-22,34,IN0020200203
SGBOCT25,GB,4875,4875,4875,4875,4875,4875,12,58500,20-May-22,3,IN0020170059
SGBOCT25IV,GB,4865.5,4865.5,4865.5,4865.5,4865.5,4880,32,155696,20-May-22,5,IN0020170067
SGBOCT25V,GB,4855.5,4855.5,4855.5,4855.5,4855.5,4825,100,485550,20-May-22,2,IN0020170075
SGBOCT26,GB,4798,4798,4750,4788,4788,4770,31,148400,20-May-22,5,IN0020180249
SGBOCT27,GB,4700.01,4740,4700.01,4740,4740,4713,65,306213.16,20-May-22,9,IN0020190370
SGBOCT27VI,GB,4725,4725,4725,4725,4725,4710,2,9450,20-May-22,1,IN0020190388
SGBSEP24,GB,4915.2,4965,4915.2,4965,4965,4881,52,256292,20-May-22,5,IN0020160043
SGBSEP27,GB,4681,4777,4681,4777,4777,4745,38,180425,20-May-22,14,IN0020190115
SGBSEP28VI,GB,4731,4798,4700,4731.8,4730,4775.43,1246,5889886.13,20-May-22,55,IN0020200195
SGBSEP29VI,GB,4721.1,4721.5,4690.01,4713.94,4703.21,4704.96,329,1551324.79,20-May-22,41,IN0020210145
SGIL,EQ,177.9,182.55,175.7,176.3,176.05,175.55,1958,348101.95,20-May-22,75,INE00QT01015
SGL,EQ,25.4,25.4,24.05,25.05,24.55,24.85,26990,668150.6,20-May-22,225,INE353H01010
SHAHALLOYS,EQ,72.7,73.7,70.55,72.85,73.3,70.2,17726,1297730.95,20-May-22,220,INE640C01011
SHAILY,EQ,1755.45,1819.95,1750,1760.2,1770,1753.9,193,342955.1,20-May-22,110,INE151G01010
SHAKTIPUMP,EQ,471.5,477.9,464.65,475.6,475.1,453.55,44378,20986621.8,20-May-22,2293,INE908D01010
SHALBY,EQ,108,110.5,108,109,109,106.55,58329,6380077.3,20-May-22,1032,INE597J01018
SHALPAINTS,EQ,138,140,135.15,137.2,136.5,136.15,52857,7266449.8,20-May-22,1595,INE849C01026
SHANKARA,EQ,714.6,748.9,710.5,744.65,743,705.5,54235,39642349.25,20-May-22,3352,INE274V01019
SHANTI,EQ,26.5,26.5,26.5,26.5,26.5,25.25,3592,95188,20-May-22,26,INE933X01016
SHANTIGEAR,EQ,226.85,236.25,224.95,230.35,229,221.9,361600,83901638.8,20-May-22,10893,INE631A01022
SHARDACROP,EQ,710,731,696.5,707.6,705.25,698.75,458492,326857886.2,20-May-22,21854,INE221J01015
SHARDAMOTR,EQ,673.5,679.9,660,663.65,660,663.55,3899,2618663.5,20-May-22,727,INE597I01028
SHAREINDIA,EQ,1260,1274,1239.75,1250.45,1253,1236.1,22000,27715267.5,20-May-22,1611,INE932X01018
SHARIABEES,EQ,399.15,403,395,398.8,399.65,391.3,256,102264.26,20-May-22,43,INF732E01128
SHEMAROO,EQ,115.5,118.9,115,117.5,118.9,114.55,54583,6364461.3,20-May-22,1007,INE363M01019
SHIGAN,SM,117,120,112.7,116.55,116.1,117,39000,4464750,20-May-22,6,INE03KJ01013
SHIL,EQ,294.9,303.95,294.9,298.65,297.3,292.05,34865,10413059.1,20-May-22,2360,INE05AN01011
SHILPAMED,EQ,395.9,429.85,395.9,421.55,418.5,392.85,90697,37813911.4,20-May-22,4623,INE790G01031
SHIVALIK,EQ,785.75,802.8,774.2,785.65,784,781.55,5403,4246707.95,20-May-22,547,INE788J01021
SHIVAMAUTO,EQ,30.85,32.1,30.55,31.7,31.95,30.6,137286,4321315.45,20-May-22,761,INE637H01024
SHIVAMILLS,EQ,100,102.35,99,100.2,99.25,100.9,10021,1003453.25,20-May-22,283,INE644Y01017
SHIVATEX,EQ,212.25,219.05,211.75,215.1,212,207.15,12092,2602627.3,20-May-22,428,INE705C01020
SHK,EQ,134.85,136.65,133.6,135.55,135.4,132.95,58310,7890217.3,20-May-22,2036,INE500L01026
SHOPERSTOP,EQ,483,494.7,476.75,479.45,479.85,477.35,156958,76228729.95,20-May-22,5573,INE498B01024
SHRADHA,EQ,48.75,53.9,47.5,47.95,47.7,47.15,33968,1705825.6,20-May-22,673,INE715Y01015
SHREDIGCEM,EQ,65.5,67.2,65.05,66.35,66.35,64.75,91347,6046187.2,20-May-22,1751,INE232A01011
SHREECEM,EQ,22670,23975,21820.15,22001.2,22040,22216.35,50620,1119088270,20-May-22,15953,INE070A01015
SHREEPUSHK,EQ,276.65,284,271.25,272.7,274.7,272.65,63946,17643650.65,20-May-22,3189,INE712K01011
SHREERAMA,EQ,13.4,14.05,13.4,13.65,13.7,13.4,29418,407612.3,20-May-22,268,INE879A01019
SHREMINVIT,IV,103,103,103,103,103,103.26,400000,41200000,20-May-22,2,INE0GTI23014
SHRENIK,EQ,2.4,2.45,2.35,2.4,2.45,2.35,693715,1662726.1,20-May-22,804,INE632X01030
SHREYANIND,EQ,124.45,131,123.05,128.3,130,122.7,26066,3306663.9,20-May-22,1165,INE231C01019
SHREYAS,EQ,317,333.3,315.45,330.75,332.3,312.4,58877,19155832.6,20-May-22,2356,INE757B01015
SHRIPISTON,BE,690,690,671.4,671.8,671.4,685,105,70628,20-May-22,6,INE526E01018
SHRIRAMCIT,EQ,1631,1662,1631,1647.6,1660,1652.15,20918,34417790.85,20-May-22,3240,INE722A01011
SHRIRAMPPS,EQ,61.35,62.25,60.5,60.95,61.4,60.55,453154,27754012.6,20-May-22,3605,INE217L01019
SHUBHLAXMI,SM,23.4,23.4,23.4,23.4,23.4,22.3,2000,46800,20-May-22,2,INE01Z401013
SHYAMCENT,EQ,26.6,26.6,26.6,26.6,26.6,25.35,94958,2525882.8,20-May-22,211,INE979R01011
SHYAMMETL,EQ,340.7,345.4,334,336.4,336,333.95,184146,62559757.7,20-May-22,3680,INE810G01011
SHYAMTEL,BE,8.65,8.65,8.25,8.25,8.25,8.65,2632,21926.8,20-May-22,16,INE635A01023
SICAL,EQ,10.95,11.15,10.6,10.8,10.7,10.6,103148,1121722.45,20-May-22,322,INE075B01012
SIEMENS,EQ,2311,2380,2311,2372.3,2369.5,2294.6,252381,595556839.3,20-May-22,16259,INE003A01024
SIGACHI,EQ,281.7,282.6,274,276.45,277,276.2,48423,13497032.6,20-May-22,2675,INE0D0K01014
SIGIND,EQ,38.1,39.95,37.65,39.65,39.75,37.5,17135,666173.35,20-May-22,304,INE529F01035
SIKKO,EQ,50.6,53.5,50.5,51,50.6,51.55,5857,301948.7,20-May-22,83,INE112X01017
SIL,BE,17.85,17.85,17.85,17.85,17.85,17,6592,117667.2,20-May-22,24,INE173A01025
SILGO,EQ,33.35,39.9,33.35,37.05,37.3,33.35,1342507,50247513.1,20-May-22,6372,INE01II01013
SILINV,EQ,313,328.95,313,323.7,321.05,316.05,1142,368822.5,20-May-22,99,INE923A01015
SILLYMONKS,EQ,19.8,20.5,19.15,19.8,19.3,19.2,1902,37556.2,20-May-22,40,INE203Y01012
SILVER,EQ,63,64.2,63,63.75,63.8,62.44,44159,2810216.16,20-May-22,290,INF209KB19F6
SILVERBEES,EQ,61.99,64.96,61.26,61.9,61.92,60.58,325362,20084648.82,20-May-22,993,INF204KC1402
SILVERTUC,EQ,281.05,299.55,281.05,298.95,299.5,285.3,2685,796986.05,20-May-22,105,INE625X01018
SIMBHALS,BE,30.8,31.7,30.35,31.6,31.6,30.2,73435,2317594.45,20-May-22,274,INE748T01016
SIMPLEXINF,BE,78.5,82,78,80.2,79,79.85,26299,2101883.2,20-May-22,177,INE059B01024
SINTERCOM,EQ,89,90.7,88,88.5,88,88,2168,191662.55,20-May-22,30,INE129Z01016
SIRCA,EQ,435.25,458.7,431,439.8,443,433.05,6800,2998846.55,20-May-22,350,INE792Z01011
SIS,EQ,480.5,485.65,479.25,482,480.75,480.3,18358,8884674.35,20-May-22,1082,INE285J01028
SITINET,BE,2.2,2.3,2.15,2.25,2.3,2.2,781141,1734749.6,20-May-22,823,INE965H01011
SIYSIL,EQ,559,569.4,553.7,559.55,557.5,550.85,60728,34053762.85,20-May-22,4399,INE076B01028
SJS,EQ,380.55,388.35,380.55,385.85,383.35,379.55,9524,3670593.65,20-May-22,601,INE284S01014
SJVN,EQ,27.9,28.05,27.7,27.9,27.95,27.5,883594,24635610.15,20-May-22,3239,INE002L01015
SKFINDIA,EQ,3151.2,3197,3136.95,3193.65,3190,3135.55,35160,111815924.5,20-May-22,2621,INE640A01023
SKIPPER,EQ,60,60,58.5,59.2,59.1,58.4,56473,3345551.05,20-May-22,1064,INE439E01022
SKMEGGPROD,EQ,62,64.4,62,63,63.4,61.7,32573,2056425.8,20-May-22,416,INE411D01015
SMARTLINK,EQ,115.05,119.2,112.25,114.1,114.9,115.75,15161,1742998,20-May-22,551,INE178C01020
SMCGLOBAL,EQ,84.45,85.95,84.25,85.5,85.2,83.3,309133,26349869.35,20-May-22,2858,INE103C01036
SMLISUZU,EQ,579.95,621.4,579.95,587.8,583.1,570.45,103841,62228617.45,20-May-22,5723,INE294B01019
SMLT,EQ,100.35,101,98.65,99.1,99,98.95,10030,999083.2,20-May-22,264,INE017W01010
SMSLIFE,EQ,626.15,634,615,630.75,627.5,618.45,894,559496.15,20-May-22,177,INE320X01016
SMSPHARMA,EQ,86.8,87.8,84.85,87.25,87.7,84.35,24326,2103198.3,20-May-22,545,INE812G01025
SNOWMAN,EQ,31.9,32.7,31.9,32.15,32.15,31.8,180687,5829957.3,20-May-22,1221,INE734N01019
SOBHA,EQ,541.5,550,540,543.6,543.3,533.5,158139,86251124.75,20-May-22,6157,INE671H01015
SOFTTECH,BE,106.25,115.95,106.25,115.95,115.95,111.8,45,4937.35,20-May-22,6,INE728Z01015
SOLARA,EQ,436,440,426,430.65,427,427.9,46787,20302949.45,20-May-22,2756,INE624Z01016
SOLARINDS,EQ,2937.6,2975,2761.35,2797.35,2775.15,2884.4,47070,133491559.1,20-May-22,9045,INE343H01029
SOLEX,SM,170.1,170.1,170.1,170.1,170.1,178.6,4000,680400,20-May-22,2,INE880Y01017
SOMANYCERA,EQ,580.1,600.5,580,593.2,587.1,596.45,26323,15690058.2,20-May-22,1539,INE355A01028
SOMATEX,BE,6.9,7.2,6.65,6.7,7.05,6.9,14678,99007.95,20-May-22,68,INE314C01013
SOMICONVEY,EQ,34.4,35.65,34.15,35.6,35.6,34.35,1702,59972.15,20-May-22,50,INE323J01019
SONACOMS,EQ,550,573,549,555.3,553,537.25,1149255,644190359.1,20-May-22,42386,INE073K01018
SONAHISONA,SM,18.2,22.35,18.2,19.6,18.2,18.65,30000,587500,20-May-22,3,INE06MH01016
SONAMCLOCK,EQ,85.2,88.6,85.2,87.9,86.35,86.6,118821,10442912,20-May-22,243,INE00LM01011
SONATSOFTW,EQ,676.1,688,667.75,671.65,672,672.55,124711,84673530.25,20-May-22,8205,INE269A01021
SONUINFRA,ST,30.3,30.3,30.3,30.3,30.3,31.85,24000,727200,20-May-22,8,INE0JZA01018
SORILINFRA,EQ,66.15,68.4,65.25,66.3,66.85,65.45,15029,1002051.35,20-May-22,412,INE034H01016
SOTL,EQ,1029.9,1044,1029.65,1037.95,1040,1012.7,3417,3541385.65,20-May-22,522,INE035D01012
SOUTHBANK,EQ,7.9,8.25,7.9,8.05,8.1,7.85,6701942,54098954.75,20-May-22,6136,INE683A01023
SOUTHWEST,EQ,206.6,219.75,206.6,207.95,207.5,211.1,10300,2162648.3,20-May-22,171,INE980Y01015
SPAL,EQ,332,354.5,316.6,319.2,319.7,324.1,215229,71593575.35,20-May-22,9998,INE212I01016
SPANDANA,EQ,409.45,421,409.45,415.3,413.2,404.55,65725,27405804.9,20-May-22,5779,INE572J01011
SPARC,EQ,219.9,225.7,218.95,223.55,221.7,216.2,527066,116677604.1,20-May-22,4804,INE232I01014
SPECIALITY,EQ,129,133.5,127.8,130,130.15,126.85,29684,3855685.1,20-May-22,940,INE247M01014
SPECTRUM,SM,67.75,67.75,67.75,67.75,67.75,70.9,2000,135500,20-May-22,1,INE01EO01010
SPENCERS,EQ,76.2,79,76,77.1,76.8,74.6,119048,9195187.55,20-May-22,1936,INE020801028
SPENTEX,BZ,2.45,2.45,2.45,2.45,2.45,2.35,8225,20151.25,20-May-22,10,INE376C01020
SPIC,EQ,67.8,69.7,67.25,69.1,69.1,66.3,1135711,77733084.25,20-May-22,7181,INE147A01011
SPICEJET,EQ,50.7,50.7,49.3,49.8,49.65,49.6,1300939,64948036.25,20-May-22,8221,INE285B01017
SPLIL,EQ,55.25,56.55,55.25,55.8,56,54.5,28737,1605704.95,20-May-22,438,INE978G01016
SPMLINFRA,EQ,42.8,42.9,41.2,42,42.6,40.9,173793,7418522.35,20-May-22,729,INE937A01023
SPTL,BE,6.15,6.15,6.15,6.15,6.15,6.45,448681,2759388.15,20-May-22,891,INE501W01021
SREEL,EQ,175.1,175.3,166.3,168.05,168.8,171.5,14225,2405549,20-May-22,434,INE099F01013
SREIBNPNCD,NO,140,140,135.05,140,140,155,101,14016.25,20-May-22,3,INE881J08573
SREIBNPNCD,NP,179.98,179.98,179.98,179.98,179.98,160,4,719.92,20-May-22,1,INE881J08581
SREIBNPNCD,NT,148,148,148,148,0,148,20,2960,20-May-22,1,INE881J08623
SREIBNPNCD,Y7,271,271,271,271,271,278.8,100,27100,20-May-22,1,INE872A07UQ5
SREIBNPNCD,Y8,284,284,284,284,284,280,20,5680,20-May-22,2,INE872A07UR3
SREINFRA,EQ,5.1,5.1,4.85,4.85,4.85,5.1,960359,4713521.25,20-May-22,976,INE872A01014
SRF,EQ,2379.95,2383.8,2313,2337.7,2340,2331.8,462403,1083599627,20-May-22,35055,INE647A01010
SRHHYPOLTD,EQ,411.95,427.65,411.95,421.55,421.5,407.7,15553,6529469.2,20-May-22,904,INE917H01012
SRPL,EQ,83.95,85.05,81,85.05,85.05,81,75650,6345143.45,20-May-22,227,INE008Z01012
SRTRANSFIN,EQ,1097,1109,1083.6,1096,1093.7,1078.5,659263,723672848,20-May-22,27696,INE721A01013
SRTRANSFIN,YH,1060,1060,1010.1,1013.01,1013.01,1013.33,238,246098.38,20-May-22,66,INE721A07NT3
SRTRANSFIN,YK,1085.05,1091.5,1085,1091,1091,1080,220,239673.25,20-May-22,7,INE721A07NW7
SRTRANSFIN,YO,1004.25,1019,1004.25,1018,1018,1006.25,418,421921.5,20-May-22,5,INE721A07OB9
SRTRANSFIN,YP,1057,1057,1056,1056,1056,1056,460,485860,20-May-22,7,INE721A07OC7
SRTRANSFIN,YS,1096,1096.1,1096,1096.1,1096.1,1105,100,109605,20-May-22,2,INE721A07OF0
SRTRANSFIN,Z2,1385,1385,1385,1385,1385,1385,50,69250,20-May-22,1,INE721A07OS3
SRTRANSFIN,Z3,1005,1019.77,1005,1019.77,1019.77,985.12,104,105064.31,20-May-22,5,INE721A07OY1
SRTRANSFIN,ZD,1013.99,1013.99,1013.99,1013.99,1013.99,986,1,1013.99,20-May-22,1,INE721A07PI1
SSWL,EQ,745,759.5,745,754.65,750,736.5,17788,13436240.8,20-May-22,4045,INE802C01025
STAR,EQ,294,309.8,293.85,307.75,306.6,291,729662,221573999.1,20-May-22,11823,INE939A01011
STARCEMENT,EQ,90,92.9,89.8,90.15,90,88.8,117365,10653583.75,20-May-22,2587,INE460H01021
STARHEALTH,EQ,658,689.45,658,679.4,677.25,652.5,348841,236825709.1,20-May-22,27767,INE575P01011
STARPAPER,EQ,159.3,167,159.3,164.95,164.95,158.05,87862,14442777.45,20-May-22,2811,INE733A01018
STARTECK,EQ,123,130.2,123,125.35,126,124.4,3632,465718.1,20-May-22,94,INE992I01013
STCINDIA,EQ,95.1,102,95.1,97.05,96.7,93.55,80516,7927889.05,20-May-22,1665,INE655A01013
STEELCAS,EQ,331.55,349,321.5,325.45,325,325.1,13057,4429185.7,20-May-22,569,INE124E01020
STEELCITY,EQ,57.2,57.65,54.35,55.3,55.65,56.55,27720,1540830.15,20-May-22,448,INE395H01011
STEELXIND,EQ,148.9,150,145.75,146.2,146.25,145.4,208912,30778949.15,20-May-22,2379,INE503B01013
STEL,EQ,128,132.4,125.5,128.5,130.35,123.15,11724,1518763.3,20-May-22,251,INE577L01016
STERTOOLS,EQ,142,150,142,148.5,148,140.05,49803,7300050.25,20-May-22,1278,INE334A01023
STLTECH,EQ,169.7,174.25,167.75,168.7,168.25,167.75,539104,91940934.7,20-May-22,7768,INE089C01029
STOVEKRAFT,EQ,590,614,580,585.35,585,579.55,59591,34990102.45,20-May-22,4278,INE00IN01015
STYLAMIND,EQ,870.45,874.55,850.05,857.85,855.8,857.6,5420,4659835.6,20-May-22,783,INE239C01020
SUBCAPCITY,BE,60.5,66.8,60.5,66.8,66.8,63.65,4433,276556.6,20-May-22,57,INE845C01016
SUBEXLTD,EQ,31.75,32.25,31.5,31.7,31.7,31.25,1485042,47183571.9,20-May-22,5785,INE754A01055
SUBROS,EQ,297.55,303,295.35,298.35,298,295.15,14433,4324210.15,20-May-22,578,INE287B01021
SUDARSCHEM,EQ,480.55,492.2,468.4,476,474,471.1,518820,249416672.5,20-May-22,16687,INE659A01023
SUMEETINDS,EQ,9.35,9.35,8.6,8.8,8.9,9.05,268773,2357813.15,20-May-22,454,INE235C01010
SUMICHEM,EQ,441.05,448.8,438,442.5,442.5,436.85,222258,98388382.35,20-May-22,7815,INE258G01013
SUMIT,EQ,11.2,11.2,10.85,10.95,10.95,10.85,17184,188369.6,20-May-22,85,INE748Z01013
SUMMITSEC,EQ,587.15,599.95,582,593.6,592.55,585.1,5227,3092669.9,20-May-22,444,INE519C01017
SUNCLAYLTD,EQ,3637.95,3684.85,3595,3608.7,3606,3621.6,1401,5086135.45,20-May-22,374,INE105A01035
SUNDARAM,EQ,3.1,3.2,3.05,3.1,3.1,3.1,301538,935101.4,20-May-22,439,INE108E01023
SUNDARMFIN,EQ,1785.5,1813.15,1777.85,1802.95,1799.5,1785.05,10967,19740531.65,20-May-22,2684,INE660A01013
SUNDARMHLD,EQ,71.15,72.45,68.05,71.7,72.45,70.5,113206,8000681.1,20-May-22,1253,INE202Z01029
SUNDRMBRAK,EQ,339.25,342.95,336.1,339.1,336.1,332.6,922,313165.15,20-May-22,125,INE073D01013
SUNDRMFAST,EQ,715.2,723.25,713,717.7,719.45,711.45,14712,10564085.7,20-May-22,1323,INE387A01021
SUNFLAG,EQ,107,111.8,107,109.7,109.1,101.65,1061301,116797074.9,20-May-22,8948,INE947A01014
SUNPHARMA,EQ,893,917.7,889.05,915.65,915,884.6,2877917,2620210024,20-May-22,124663,INE044A01036
SUNTECK,EQ,424.9,452.05,424.9,444.3,440.8,419.3,873748,385162196.2,20-May-22,18539,INE805D01034
SUNTV,EQ,409,442.55,407.5,438.35,437.15,404.4,1392194,597326619.8,20-May-22,22596,INE424H01027
SUPERHOUSE,EQ,161.95,178.9,160.6,169.75,175,160.45,13549,2231317.3,20-May-22,459,INE712B01010
SUPERSPIN,BE,11.75,11.95,11.1,11.55,11.75,11.65,51104,582444.8,20-May-22,220,INE662A01027
SUPRAJIT,EQ,315.05,339.3,313.5,332.4,329.25,311.7,120831,39220932.95,20-May-22,6527,INE399C01030
SUPREMEENG,BE,2.5,2.65,2.45,2.65,2.65,2.55,883892,2312173.5,20-May-22,410,INE319Z01021
SUPREMEIND,EQ,1836.6,1845.1,1791,1802.5,1799.9,1827,115794,208718694.5,20-May-22,14255,INE195A01028
SUPREMEINF,EQ,11.15,11.15,11.15,11.15,11.15,10.65,945,10536.75,20-May-22,11,INE550H01011
